season,weather,temp,humidity,windspeed,casual,count,day,month,year,weekday,am_or_pm,holidays,lag1,lag2,lag3,rolling_3,rolling_6,is_peak,weekend_bad_weather
3,3,16.177259680695126,101.3330592064215,16.290982372648358,6,144.9087369688015,3,1,2011,1,0,0,348.17620541458206,169.52486907706083,203.8786148284393,220.86993715348143,209.0853723229355,0,0
3,1,6.127922314621656,96.8341700693252,13.35308898771882,15,196.956766775696,3,1,2011,1,1,0,185.6850144688557,144.9087369688015,348.17620541458206,175.8501727377844,208.1883679222392,0,0
3,4,12.14439698004978,123.09325098312809,12.978694611772386,25,188.34427487612612,3,1,2011,1,1,0,200.8683652904189,121.763609786064,188.20188365156275,170.32541665086967,180.30331914145395,0,1
1,4,9.823715754299553,111.83038898609118,31.64802463825422,1,136.8741994746113,3,1,2011,1,1,0,226.00178224291028,167.12612133986835,188.34427487612612,176.66736768579662,173.49639216833316,1,1
2,2,18.236744633306515,97.6439197021463,9.688614287726285,47,250.9005936163556,3,1,2011,1,1,0,118.52589549134646,270.2232094678973,136.8741994746113,213.2165661918665,194.94196693883157,0,0
2,2,29.555794109848843,96.00126312266195,16.097707418389863,48,224.3734066309192,3,1,2011,1,1,0,250.9005936163556,118.52589549134646,270.2232094678973,197.9332985795404,204.4831811540067,0,0
1,3,22.053836316805864,134.9845418402192,21.972962226415127,41,360.207864988942,4,1,2011,1,0,0,224.3734066309192,250.9005936163556,118.52589549134646,278.4939550787389,226.85086161167865,0,0
3,2,32.373611482252784,76.39696431576026,28.92181804872777,2,232.6234787103976,4,1,2011,1,0,0,259.3871052367415,252.131196308301,244.03015213402165,248.04726008514672,250.2932147969891,0,0
4,4,6.460718508655534,72.85645005371606,28.37063435225233,47,308.0551221655396,4,1,2011,1,0,0,232.6234787103976,259.3871052367415,252.131196308301,266.68856870422627,267.7317871747899,1,1
4,3,10.28237999789351,145.50047182752186,21.012036402439144,41,117.22263184645549,4,1,2011,1,0,0,189.5726857458513,239.62923928411004,249.87552660845577,182.1415189588056,222.8297807268016,0,0
2,1,14.727021073464268,121.80236963833669,19.437458572691423,18,195.7341773888992,4,1,2011,1,1,0,332.8270634388809,119.8859237193718,117.22263184645549,216.1490548490506,199.1452869039281,0,0
4,1,26.648226542780804,118.81156153467684,22.96828893618617,9,256.8027383742573,4,1,2011,1,1,0,277.5067017841749,195.7341773888992,332.8270634388809,243.3478725157771,216.6632060920066,0,0
4,4,33.84343148454398,116.57024604291476,26.969755233365213,5,180.06364507737092,4,1,2011,1,1,0,158.35249737536913,256.8027383742573,277.5067017841749,198.4062936089991,233.54780390649205,1,1
2,4,17.86669894153809,118.72877662253389,27.530793988752407,42,319.3026961176315,4,1,2011,1,1,0,181.086112608286,180.06364507737092,158.35249737536913,226.8174846010961,228.8523985561816,1,1
2,1,25.09739077238287,125.883156742681,16.05773781906052,18,201.36300506548807,5,1,2011,1,0,0,312.8731799755401,257.83990099778487,200.4171665371489,257.3586953462711,242.66042885899765,1,0
2,3,34.86385746678623,145.85109205728466,30.5303539465376,26,282.8220833285773,5,1,2011,1,0,0,334.47876666174045,201.36300506548807,312.8731799755401,272.88795168526866,264.9656837610466,0,0
4,2,20.37640271969484,81.63889918698737,16.920301974409952,35,280.865027985249,5,1,2011,1,0,0,282.8220833285773,334.47876666174045,201.36300506548807,299.38862599185563,278.3736606690633,0,0
3,2,21.26284930599623,118.46181527000404,15.685455830702058,40,168.96621702278156,5,1,2011,1,1,0,177.95837873349353,272.2641495397903,216.4024504329849,206.39624843202185,202.3709491494637,1,0
4,3,26.51419015951957,148.44328395542223,31.819846775037504,22,180.55643996719257,6,1,2011,1,0,0,85.59333813874369,250.23537956774416,133.54623109543246,172.12838589122683,189.84873038536512,0,0
2,2,28.78923140614236,124.65144601974252,31.59243636925044,19,238.59005236940743,6,1,2011,1,0,0,124.31641996992708,180.55643996719257,85.59333813874369,181.15430410217573,168.80631018474125,0,0
1,1,22.26887255289697,78.99886323858486,27.69634379237497,34,247.5377468609489,6,1,2011,1,0,0,236.4448252264588,238.59005236940743,124.31641996992708,240.85754148560508,185.5064704221131,0,0
4,2,32.45699180599173,89.85441965389094,25.2694641631455,30,263.8314217771428,6,1,2011,1,0,0,293.6694839084345,209.76447913279628,268.2235948957887,255.7551282727912,263.9939179514249,1,0
1,1,15.576603576906514,121.26406746112072,10.112970819316743,30,240.6365358122508,6,1,2011,1,1,0,281.6768178807171,170.2101833219778,263.8314217771428,230.841179004982,243.29815363888656,0,0
1,3,22.497286279984017,69.73488467451153,18.521066023156948,2,276.304675928028,6,1,2011,1,1,0,156.10033058015154,290.83677922489323,228.70893908590548,241.0805952443576,241.40934282006265,0,0
4,3,27.533787391968563,130.21210658851467,28.317682206199844,29,363.3116745815838,6,1,2011,1,1,0,276.304675928028,156.10033058015154,290.83677922489323,265.2388936965878,262.9403285649998,0,0
4,2,14.540024808592408,127.97429341639592,24.694244308339613,44,197.6494320715724,7,1,2011,1,0,0,301.8134533594805,363.3116745815838,276.304675928028,287.59152000421227,264.33605762428493,0,0
3,2,7.469657229149304,149.57582864117117,28.21167295986245,48,176.3254378924021,7,1,2011,1,0,0,197.6494320715724,301.8134533594805,363.3116745815838,225.2627744411517,245.2508340688697,0,0
3,2,15.837862050779982,124.18696408665414,14.785258733853476,29,259.6262429725504,7,1,2011,1,0,0,176.3254378924021,197.6494320715724,301.8134533594805,211.20037097884165,262.5051528009362,0,0
3,4,25.05660195283485,112.85537967422415,19.793178447796954,48,272.75869006688714,7,1,2011,1,0,0,259.6262429725504,176.3254378924021,197.6494320715724,236.2367903106132,261.9141551574127,0,1
1,2,30.857149734313783,80.2491912912127,27.14072368767249,18,189.50078342209005,7,1,2011,1,0,0,272.75869006688714,259.6262429725504,176.3254378924021,240.62857215384253,232.9456732974971,0,0
3,1,24.625754297087536,108.88518192764997,18.31832621867487,39,286.8845120673402,7,1,2011,1,0,0,289.3951869490878,189.50078342209005,272.75869006688714,255.26016081283933,245.7484755617263,0,0
3,3,14.2034155807965,80.79642212562582,27.69586944611937,33,270.518151515074,7,1,2011,1,0,0,286.8845120673402,289.3951869490878,189.50078342209005,282.2659501771673,261.4472611655049,1,0
1,4,32.23621999399677,130.96842862942842,14.580239910521389,8,250.1348379786488,7,1,2011,1,0,0,270.518151515074,286.8845120673402,289.3951869490878,269.179167187021,259.865360333188,1,1
2,1,28.22268223784401,100.57015526061588,25.26138711607154,4,181.0135648089704,7,1,2011,1,1,0,310.70215347781004,256.857151860954,162.59470092665737,249.52429004924477,245.8198051708287,0,0
1,4,14.578157896400796,130.0209799841989,16.474897159674434,23,288.5624176978843,7,1,2011,1,1,0,181.0135648089704,310.70215347781004,256.857151860954,260.09271199488825,252.2244017907013,0,1
4,1,28.61962029939404,147.9166105201764,19.988584460648376,30,168.65017330324355,7,1,2011,1,1,0,288.5624176978843,181.0135648089704,310.70215347781004,212.74205193669937,228.06336034591996,0,0
4,3,20.44094697415744,133.22840118315105,12.75876567664028,21,429.741229807029,7,1,2011,1,1,0,124.32168254999056,317.1605289381081,168.65017330324355,290.4078137650425,251.57493285087105,1,0
4,1,9.30813813774615,100.46447262866118,17.801811362887364,37,326.4629887910916,7,1,2011,1,1,0,429.741229807029,124.32168254999056,317.1605289381081,293.508633716037,275.81650351455784,1,0
1,2,10.776557603899324,71.63096462101723,20.561946422657943,20,167.37992871021572,7,1,2011,1,1,0,317.8796020840144,326.4629887910916,429.741229807029,270.5741731951072,280.4909934800749,0,0
4,2,22.180693750985235,130.47112597050548,22.35417664161539,2,275.05438748496306,8,1,2011,0,0,0,212.3059206331733,308.7562373458343,288.3641807227531,265.3721818213235,254.96073056986145,0,0
4,4,28.209258774006496,77.0674853071647,26.738100966213736,24,149.455855680855,8,1,2011,0,0,0,269.674829463366,181.86933464779747,275.05438748496306,200.3333399306728,232.8527608759982,0,0
3,2,31.88018783261318,113.7274901940649,17.45179872059738,26,293.66197719251994,8,1,2011,0,0,0,157.1153006664959,285.300494786477,149.455855680855,245.3592575484976,222.8462987395852,1,0
1,4,6.49635484560455,124.34215603339707,27.208127038851984,13,314.5451066624813,8,1,2011,0,0,0,355.05965400561234,293.66197719251994,157.1153006664959,321.0889126202045,259.1897314990736,0,0
1,2,8.758486303829407,120.40170800083207,10.913856540289531,7,266.4696259790879,8,1,2011,0,1,0,234.67027316935187,314.5451066624813,355.05965400561234,271.8950019369737,270.2536562792582,0,0
2,1,19.18684832608736,127.10831000352002,15.319961488967207,43,208.9213323481352,8,1,2011,0,1,0,260.3251118292868,266.4696259790879,234.67027316935187,245.23869005217,273.33185066565926,0,0
3,4,22.98931848650308,88.8961747058697,11.975747601234,26,173.6105082777365,8,1,2011,0,1,0,208.9213323481352,260.3251118292868,266.4696259790879,214.28565081838613,243.09032637767996,0,0
3,1,16.033081107120417,118.44011839894836,10.914386085369973,12,138.3417289489831,8,1,2011,0,1,0,271.7374829714059,226.97114585797829,264.25002398185654,212.3501192594557,251.63825620894647,0,0
3,4,28.19027979877527,158.44704461546388,22.703031381889915,16,179.33309713322373,9,1,2011,0,0,0,272.6142080417163,138.3417289489831,271.7374829714059,196.76301137464105,225.54128115586067,0,0
3,3,36.34385557206664,114.167419907011,26.57486860073123,29,211.38655298130143,9,1,2011,0,0,0,179.33309713322373,272.6142080417163,138.3417289489831,221.1112860520805,216.7307026557681,0,0
3,3,15.620229322099403,121.90316974647313,30.69744147251991,48,227.83402872768804,9,1,2011,0,0,0,277.1611268255828,247.86385927188903,243.7697507405491,250.95300494172,247.1882270764308,1,0
3,1,34.01747873987394,152.15992090898385,22.17683754546278,17,219.1734882049501,9,1,2011,0,0,0,227.83402872768804,277.1611268255828,247.86385927188903,241.38954791940697,248.4860496137056,1,0
1,2,28.14491865103536,94.88082149693936,16.27713525136346,27,135.83814093355136,9,1,2011,0,1,0,204.48360594820727,159.08858112767234,197.629731433835,166.47010933647695,175.64784530657548,0,0
4,1,17.189603777190882,85.21323472803005,28.654395390554512,3,180.01139173151472,9,1,2011,0,1,0,146.41425070476402,135.83814093355136,204.48360594820727,154.08792778994334,170.5776169799241,0,0
2,3,21.34785822540924,85.89689387916017,27.81499275105849,3,203.84257413080428,9,1,2011,0,1,0,180.01139173151472,146.41425070476402,135.83814093355136,176.7560721890276,171.61309076275234,0,0
3,4,28.361004629857536,114.26217910341794,12.423395337994316,14,177.39514571568202,9,1,2011,0,1,0,205.80026778312123,203.84257413080428,180.01139173151472,195.67932920986917,174.88362849990628,1,0
1,2,30.0686862794865,99.8299156103558,12.269191450713894,10,262.0032318482304,9,1,2011,0,1,0,196.52430112356103,177.39514571568202,205.80026778312123,211.97422622915775,204.26281872215228,1,0
4,2,27.697945715458715,103.64165457912176,21.1776015813927,34,248.7223805628124,10,1,2011,1,0,0,312.8135380794728,272.2638955349297,224.5856634395565,277.93327139240495,252.8188350980938,0,0
3,4,9.544525123188595,94.9880022557393,17.322374384187967,14,325.3422929151171,10,1,2011,1,0,0,123.81159182132444,191.1097025080055,248.7223805628124,213.421195748149,245.67723357027697,0,1
3,2,34.57582004009023,109.54961189578349,16.935981416034345,39,144.61105506060846,10,1,2011,1,0,0,325.3422929151171,123.81159182132444,191.1097025080055,197.92164659901664,224.40176015789012,0,0
3,1,18.50769816189028,98.94067813933964,24.164653515792423,27,196.0145779652807,10,1,2011,1,0,0,144.61105506060846,325.3422929151171,123.81159182132444,221.98930864700205,204.93526680552475,0,0
2,3,16.420474144248896,91.69983085396254,17.76407195858826,30,157.84370113795603,10,1,2011,1,0,0,196.0145779652807,144.61105506060846,325.3422929151171,166.1564447212817,189.78882023471536,0,0
4,4,22.728246811734564,103.8034460445164,16.589024936358395,31,352.5301424266016,10,1,2011,1,0,0,157.84370113795603,196.0145779652807,144.61105506060846,235.4628071766128,216.69222688781477,1,1
2,4,14.753028044210463,138.07600717847873,19.397460280903744,49,261.5025295272574,10,1,2011,1,0,0,127.072661483194,352.5301424266016,157.84370113795603,247.03511114568428,206.59577793348305,1,1
1,4,33.97721374680359,76.92011387012423,15.799591179038412,21,221.56874269101365,10,1,2011,1,1,0,212.69086127694067,156.90969365160444,236.767914996697,197.0564325398529,202.75206727111785,0,1
4,2,22.622378500085325,137.12324896078013,29.704267780907628,22,274.6493062149421,10,1,2011,1,1,0,166.88152707747585,221.56874269101365,212.69086127694067,221.0331919944772,211.57800765144563,0,0
4,1,29.03632587321424,129.87034213470318,28.06432073716032,37,270.3815216283828,10,1,2011,1,1,0,274.6493062149421,166.88152707747585,221.56874269101365,237.3041183069336,217.18027542339323,0,0
4,2,18.21770192579969,116.8050210475673,25.29273149081491,1,202.87297582326607,10,1,2011,1,1,0,270.3815216283828,274.6493062149421,166.88152707747585,249.30126788886363,224.84082245200352,1,0
2,4,13.437776042167505,122.67078912204586,17.012942697507075,11,200.09715050324496,10,1,2011,1,1,0,243.46726953658327,245.8576387310923,202.87297582326607,229.8073529236401,239.55431040625191,1,1
3,3,5.585925089584244,157.87249441639278,25.062049027486868,30,332.9560645880882,10,1,2011,1,1,0,209.6629135736298,200.09715050324496,243.46726953658327,247.57204288832096,239.1523354593174,0,0
3,1,18.127176914523485,71.73013353866332,26.866025484693992,31,306.0224336134364,11,1,2011,1,0,0,221.9006054563629,296.82704440738416,332.9560645880882,274.91669449239447,261.2443686903577,0,0
2,2,14.380509886258215,111.2523240193603,18.50910148862812,7,138.3300364830467,11,1,2011,1,0,0,224.68137825358244,218.8762566985479,249.79613230271832,193.96255714505895,226.60114046794916,0,0
1,3,25.48428236276824,101.81606277717792,26.74559880179888,17,295.9187594646684,11,1,2011,1,0,0,219.08779528241263,138.3300364830467,224.68137825358244,217.7788637433759,224.44839308082945,1,0
3,1,12.112330825992638,101.10105525929268,30.12502356582188,36,281.57749173817115,11,1,2011,1,0,0,195.07097161961184,295.9187594646684,219.08779528241263,257.52240760748373,225.77773880691552,1,0
1,2,26.43218552715005,110.17556874606892,31.931976873348084,38,236.31169743988428,11,1,2011,1,1,0,194.0890140139536,260.85789873094103,254.3861314274344,230.4195367282596,240.00111517602437,0,0
3,2,33.75816747160073,124.05321680526114,17.658362046553986,48,219.2990060985904,11,1,2011,1,1,0,236.31169743988428,194.0890140139536,260.85789873094103,216.5665725174761,229.62136756942755,0,0
3,3,15.496167585301045,131.5606290010212,17.716015883633,28,282.3856035943099,11,1,2011,1,1,0,219.2990060985904,236.31169743988428,194.0890140139536,245.9987690442615,241.22155855085225,0,0
2,4,28.202715534701767,158.6346805171304,22.12302258391908,17,172.85649106583875,11,1,2011,1,1,0,282.3856035943099,219.2990060985904,236.31169743988428,224.8470335862463,227.633285157253,1,1
4,3,7.981402008757989,84.79710461459331,11.3778187162597,22,167.5909993173299,11,1,2011,1,1,0,172.85649106583875,282.3856035943099,219.2990060985904,207.61103132582616,212.08880192165117,1,0
2,3,16.781835525988154,155.07491311021977,14.760335824120752,8,196.18741513721952,11,1,2011,1,1,0,191.39320022367087,237.8048899823476,167.5909993173299,208.4618351144126,208.0364332201194,0,0
4,3,20.824237294846405,99.19951982766804,18.09481056990253,15,291.7786719747745,12,1,2011,1,0,0,205.23491831360212,299.5046993435436,391.15496024485736,265.5060965439734,268.1107475589535,0,0
3,3,34.995859213666755,134.5826980213326,12.884863387534644,11,199.8078525879166,13,1,2011,1,0,0,219.07635359817127,351.8961620188566,238.00918364311173,256.92678940164814,230.29286222580984,0,0
4,4,32.46880177662218,141.19561193221642,19.27222992927525,3,190.99545094247372,13,1,2011,1,0,0,194.5870148091188,163.11321706114052,273.60291917828675,182.89856093757763,206.8638013628513,1,1
1,2,7.785068081777956,96.06600377451204,12.289642843913567,2,196.9915763579816,13,1,2011,1,1,0,271.2335712749121,265.4581143141289,301.8989685707909,244.56108731567417,252.673253387236,0,0
3,4,16.22356258648153,115.69198564838324,25.580085619926862,44,238.54355067750527,14,1,2011,1,0,0,256.558122826026,100.37108860356156,243.2493030805701,198.49092070236424,224.7191523814724,0,1
4,2,18.54029013143981,141.0056736186807,21.318261779026614,13,324.37257658482895,14,1,2011,1,0,0,238.54355067750527,256.558122826026,100.37108860356156,273.1580833627867,239.0443674446984,0,0
3,2,34.52364395848904,115.64373561269736,21.86297877149019,7,309.1335785257286,14,1,2011,1,0,0,249.6262482752721,322.77543880715905,324.37257658482895,293.84508853605325,283.50158594942,0,0
1,4,19.83887768160709,91.5125022010901,19.502431975257487,13,249.87074383223452,14,1,2011,1,1,0,231.3423944387579,98.71021950444116,97.99484398426723,193.30778592514451,191.19499420172065,1,1
1,4,25.14453009319361,132.8113235241214,23.176908238523467,33,241.5829910035213,14,1,2011,1,1,0,249.87074383223452,231.3423944387579,98.71021950444116,240.9320430915046,193.0535720181119,1,1
4,2,18.66758816217089,116.19763999700558,18.589704604079195,17,141.44211578622216,14,1,2011,1,1,0,341.1340893824246,254.7960246933383,269.3509992704044,245.79074328732835,249.69616066135757,0,0
1,2,28.2263729577912,127.65071129543075,13.374091463423138,19,193.34014381902247,15,1,2011,0,0,0,141.44211578622216,341.1340893824246,254.7960246933383,225.3054496625564,240.27439399248885,0,0
4,2,18.526907663649112,136.4164431947592,16.548889441124793,25,130.14911246326915,15,1,2011,0,0,0,154.54432435761154,144.62928317196256,193.34014381902247,143.10757333094776,184.20651149675209,0,0
4,2,35.72305423469057,147.57643510410185,19.752491088656257,26,122.15661879792498,15,1,2011,0,0,0,286.7530990840277,130.14911246326915,154.54432435761154,179.68627678174062,171.9287636156364,0,0
2,2,19.15311389689716,153.8981325457371,24.85007688699888,41,344.93103287872816,15,1,2011,0,0,0,213.2263495873664,122.15661879792498,286.7530990840277,226.77133375467315,208.6267561948213,1,0
3,1,25.732417936682523,98.37915224595704,21.563628454878124,16,236.0710915001584,15,1,2011,0,0,0,257.55584692269696,344.93103287872816,213.2263495873664,279.51932376719446,243.44900646181705,1,0
3,3,7.407807298320731,153.92502368188082,30.949439232624307,48,268.6152262971125,15,1,2011,0,0,0,236.0710915001584,257.55584692269696,344.93103287872816,254.08072157332265,240.42602766399787,0,0
4,4,11.158401392449129,142.4845059187072,27.40814154400741,26,276.6017697916563,15,1,2011,0,1,0,182.07994397394435,268.6152262971125,236.0710915001584,242.4323133542377,260.9758185607161,0,0
4,1,23.49841616047964,145.7921640960809,26.430146416557925,10,282.8474582729566,15,1,2011,0,1,0,327.5159176667124,276.6017697916563,182.07994397394435,295.6550485771084,262.2885679170901,0,0
1,3,36.25296805839544,138.48461549415725,14.940384731944448,40,298.57576995587846,15,1,2011,0,1,0,282.8474582729566,327.5159176667124,276.6017697916563,302.9797152985158,272.7060143263768,0,0
4,4,22.33180961226234,110.62166608867774,29.716728586448305,35,299.7251701562925,16,1,2011,0,0,0,137.26935838170155,276.8604447243305,191.8270535494992,237.95165775410817,250.27121492419172,0,0
1,4,20.664242215447565,105.78436998675276,30.71112358862992,9,263.0755968156635,16,1,2011,0,0,0,299.7251701562925,137.26935838170155,276.8604447243305,233.3567084512192,235.6586352565702,0,0
2,4,33.45348137515679,99.57155098494523,26.662364415557235,0,217.33172858747304,16,1,2011,0,0,0,183.0112435527525,263.0755968156635,299.7251701562925,221.1395229852964,229.54559036970227,0,0
3,2,27.828907756416378,89.58610662732883,21.466776978089207,16,262.83670024150075,16,1,2011,0,0,0,338.35355224926445,217.33172858747304,183.0112435527525,272.8406603594128,260.7223319338245,0,0
2,3,36.903131559091534,151.81450653671695,16.78527652817193,39,264.5137994992553,16,1,2011,0,1,0,178.04498443474512,304.481788538174,361.4367213913492,249.01352415739143,275.4633171534349,0,0
2,4,33.34427595319253,128.4853791615701,22.94318951391888,7,260.743752229952,16,1,2011,0,1,0,246.7309053067824,334.22315104123584,157.01709850140912,280.56593619265675,248.4245720386848,1,0
4,4,25.72649590006475,154.78246123801804,28.99170646385325,25,87.11575501357092,16,1,2011,0,1,0,225.5965166362024,260.743752229952,246.7309053067824,191.15200795990845,218.5711964548588,1,0
2,1,12.112787955782244,93.78966278615592,12.317864940446718,16,219.14078617242905,16,1,2011,0,1,0,87.11575501357092,225.5965166362024,260.743752229952,177.2843526074008,228.9251444000288,0,0
1,1,14.071328345229956,114.13096272669532,13.69851066707168,23,238.5445934234201,16,1,2011,0,1,0,215.7385700004942,219.14078617242905,87.11575501357092,224.4746498654478,207.8133289126781,0,0
1,1,15.072808907390948,90.64822515422571,26.26197567558335,29,245.98291554030988,17,1,2011,1,0,0,214.05782340349623,188.550956287192,178.79807897667413,216.19723174366604,219.4484331105616,0,0
3,2,17.48362426674936,105.64083769580014,24.29619101831683,29,211.1125973382786,17,1,2011,1,0,0,183.81497809340493,222.3646606156634,271.63838565449925,205.76407868244897,238.69549432826508,0,0
4,1,33.438153068338416,98.21721898330924,19.176760897805444,46,292.2041570308776,17,1,2011,1,1,0,229.54352185734064,202.3868314138608,176.19486208182929,241.37817010069296,215.87615796926528,0,0
1,1,15.74848567393185,112.34137390571654,15.800366569455168,38,231.18610440595887,17,1,2011,1,1,0,292.2041570308776,229.54352185734064,202.3868314138608,250.97792776472565,223.7713456880243,0,0
1,3,28.609287776927644,137.95079532543258,30.96886715535181,9,211.5917263910337,17,1,2011,1,1,0,166.2789506008121,188.3108839695218,325.22150004252416,188.7271869871225,235.7988870734547,1,0
4,1,18.10225862250102,85.37919715705665,31.83329079446049,12,349.39886650429185,17,1,2011,1,1,0,295.9897018213519,211.5917263910337,166.2789506008121,285.66009823889243,256.1319382215893,0,0
4,1,28.96302886867722,99.73403633797138,22.534246046515378,5,201.53257067398505,17,1,2011,1,1,0,131.19530282628054,349.39886650429185,295.9897018213519,227.3755800015191,225.9978531362925,0,0
3,3,22.507855394479776,100.24525861043256,23.525897865823914,8,210.4544532397231,18,1,2011,1,0,0,236.90194180475635,232.6981147109101,201.53257067398505,226.68483658512983,227.0302082933245,0,0
2,4,24.21761859354195,145.71469385211333,28.296287090308347,3,268.80109015993986,18,1,2011,1,0,0,139.06065055596332,210.4544532397231,236.90194180475635,206.10539798520875,214.90813685754628,0,1
1,4,16.336810050653966,104.50948145654064,19.27064846801739,49,343.0853193178705,18,1,2011,1,0,0,268.80109015993986,139.06065055596332,210.4544532397231,250.31568667792453,238.5002616315272,0,1
1,1,11.80569991506232,111.94449591825236,27.326810514841192,10,265.8726923328114,18,1,2011,1,0,0,184.3789829217868,343.0853193178705,268.80109015993986,264.44566485748953,235.2755314213492,1,0
1,1,26.93058404495785,147.31066630584718,19.767629291443967,41,359.3033302235691,18,1,2011,1,0,0,265.8726923328114,184.3789829217868,343.0853193178705,269.8516684927224,260.0836775853235,1,0
2,2,11.095235675796872,121.6839153366956,31.409816681416004,25,264.9990065834064,18,1,2011,1,0,0,359.3033302235691,265.8726923328114,184.3789829217868,296.7250097132623,281.0734035898974,1,0
4,3,10.438086294330112,92.01413225171387,29.83824330310619,10,291.66914731865694,18,1,2011,1,0,0,264.9990065834064,359.3033302235691,265.8726923328114,305.32382804187745,284.8847464496835,0,0
2,4,40.152196423557164,94.39670453734098,16.716048339426106,2,344.1476461269472,18,1,2011,1,1,0,219.52926118490305,291.66914731865694,264.9990065834064,285.1153515435024,290.92018062838235,0,1
4,2,11.953860154297214,85.91022800763909,15.617533712768022,25,128.57118084851993,18,1,2011,1,1,0,335.3648593836936,305.7233553468731,180.5030965981355,256.5531318596955,252.3065665815121,0,0
1,1,19.454460337844896,123.058398495163,11.471628590977348,36,186.6405582859893,18,1,2011,1,1,0,135.86573414778718,128.57118084851993,335.3648593836936,150.35915776076544,212.11146410183312,1,0
4,3,27.323620704009542,79.57106018080533,30.2653343489814,15,238.6933682301829,18,1,2011,1,1,0,336.3084934629328,254.66266683706533,186.6405582859893,276.5548428433936,213.4570003020796,0,0
