season,weather,temp,humidity,windspeed,casual,registered,count,time,day,month,year,weekday,am_or_pm,holidays,lag1,lag2,lag3,rolling_3,rolling_6,is_peak,weekend_bad_weather
3,2,,,,4,6,75.63868863107115,11,1,1,2011,0,0,0,180.6431717430795,181.63908948186807,293.5913105077834,145.97364995200624,235.54898870839062,0,0
3,4,,,,46,127,269.4423451046654,12,1,1,2011,0,1,0,75.63868863107115,180.6431717430795,181.63908948186807,175.24140182627204,222.34904162877515,0,0
3,2,10.61847914541874,113.00316873816844,36.13985132669645,38,48,190.2015076577594,13,1,1,2011,0,1,0,269.4423451046654,75.63868863107115,180.6431717430795,178.427513797832,198.52601885437116,0,0
4,3,17.060976128134026,112.85986910558154,38.59250982326887,38,98,252.3216451635836,14,1,1,2011,0,1,0,190.2015076577594,269.4423451046654,75.63868863107115,237.32183264200282,191.6477412970045,0,0
1,4,21.62200886617755,110.71203364486308,20.217068847675083,41,30,127.14458213033066,15,1,1,2011,0,1,0,252.3216451635836,190.2015076577594,269.4423451046654,189.88924498389122,182.5653234050816,0,0
4,1,26.76669378664042,119.2649977699372,30.5215356099225,44,124,254.7722752359694,16,1,1,2011,0,1,0,127.14458213033066,252.3216451635836,190.2015076577594,211.4128341766279,194.92017398722996,0,0
4,4,25.41662276437672,106.547886679533,51.88802002677291,42,174,223.98669670087415,17,1,1,2011,0,1,0,254.7722752359694,127.14458213033066,252.3216451635836,201.96785135572472,219.64484199886377,1,0
4,2,21.547851987324528,123.43913282054388,18.323448472797136,0,92,157.049025564652,18,1,1,2011,0,1,0,223.98669670087415,254.7722752359694,127.14458213033066,211.9359991671652,200.91262207552822,1,0
3,3,14.635064740257793,71.53297838990504,33.06837726571713,19,195,336.006206725654,19,1,1,2011,0,1,0,157.049025564652,223.98669670087415,254.7722752359694,239.01397633039338,225.21340525351062,1,0
2,1,22.256741648790324,87.43218278010828,56.33401671024024,42,34,205.4079948119781,20,1,1,2011,0,1,0,336.006206725654,157.049025564652,223.98669670087415,232.82107570076138,217.39446352824305,1,0
1,4,17.109663439527203,138.92665525931164,34.0222264984401,0,33,99.34594414311076,21,1,1,2011,0,1,0,205.4079948119781,336.006206725654,157.049025564652,213.5867152269143,212.76135719703976,0,0
2,2,30.52204433904019,139.96585405706406,45.0786332175418,34,185,309.89680317609043,22,1,1,2011,0,1,0,99.34594414311076,205.4079948119781,336.006206725654,204.88358071039315,221.94877852039326,0,0
4,1,9.183263404089328,110.03357202885825,49.50145178656755,39,14,154.43198353642103,23,1,1,2011,0,1,0,309.89680317609043,99.34594414311076,205.4079948119781,187.89157695187407,210.3563263263177,0,0
4,3,4.2197661300824345,72.57263135235803,19.730753372352773,44,77,254.0359620609273,0,2,1,2011,0,0,0,154.43198353642103,309.89680317609043,99.34594414311076,239.45491625781293,226.52081574236362,0,0
2,1,24.9061485150106,146.31089768266366,20.525256771747863,6,84,236.594362673464,1,2,1,2011,0,0,0,254.0359620609273,154.43198353642103,309.89680317609043,215.0207694236041,209.9521750669986,0,0
2,3,8.918087889122686,119.43846284670607,48.71699031212694,34,70,209.34284287652716,2,2,1,2011,0,0,0,236.594362673464,254.0359620609273,154.43198353642103,233.3243892036395,210.60798307775678,0,0
2,1,32.607242739030305,106.33818251310628,47.68630697543661,33,80,205.96073384422783,3,2,1,2011,0,0,0,209.34284287652716,236.594362673464,254.0359620609273,217.29931313140636,228.37711469460962,0,0
4,4,29.73034092894516,114.35338851831142,12.519018501066018,49,169,275.4972832828948,4,2,1,2011,0,0,0,205.96073384422783,209.34284287652716,236.594362673464,230.26695333454995,222.64386137907704,0,0
4,2,6.884002361789061,104.79252974287786,26.003300740622453,4,145,253.07902634370987,5,2,1,2011,0,0,0,275.4972832828948,205.96073384422783,209.34284287652716,244.84568115694415,239.08503518029184,0,0
1,4,7.159748133735641,107.57238337112577,28.890276838684294,28,37,228.11348183568012,6,2,1,2011,0,0,0,253.07902634370987,275.4972832828948,205.96073384422783,252.22993048742828,234.76462180941726,0,0
1,4,23.74348916633405,138.84146780074963,52.47460608302434,49,63,251.60044048470044,7,2,1,2011,0,0,0,228.11348183568012,253.07902634370987,275.4972832828948,244.26431622136352,237.2656347779567,1,0
4,3,23.43770972734193,78.32581379979983,30.303231473612456,47,28,181.1692697718561,8,2,1,2011,0,0,0,251.60044048470044,228.11348183568012,253.07902634370987,220.29439736407892,232.57003926051152,1,0
2,3,11.325053636864494,77.43299374386757,55.15916162292737,26,117,253.0537117348848,9,2,1,2011,0,0,0,181.1692697718561,251.60044048470044,228.11348183568012,228.60780733048048,240.41886890895435,1,0
2,3,28.341336573475047,78.93539179318198,60.64691905432248,6,114,200.32574290278168,10,2,1,2011,0,0,0,253.0537117348848,181.1692697718561,251.60044048470044,211.5162414698409,227.89027884560218,0,0
1,4,20.6103306384299,88.91767866279767,49.61314382305963,0,9,99.29602082856404,11,2,1,2011,0,0,0,200.32574290278168,253.0537117348848,181.1692697718561,184.22515848874355,202.2597779264112,0,0
4,1,,,,8,16,129.46692056834635,12,2,1,2011,0,1,0,99.29602082856404,200.32574290278168,253.0537117348848,143.02956143323073,185.8186843818556,0,0
1,1,8.913875046935695,312.88020343039324,125.15542669520386,46,159,310.58683077315044,13,2,1,2011,0,1,0,129.46692056834635,99.29602082856404,200.32574290278168,179.78325739002028,195.64974942993058,0,0
1,4,,,,0,188,319.41915345768086,14,2,1,2011,0,1,0,310.58683077315044,129.46692056834635,99.29602082856404,253.15763493305926,218.69139671090136,0,0
3,4,12.05882447417367,83.42175195038263,38.28462853913657,26,114,269.987997994416,15,2,1,2011,0,1,0,319.41915345768086,310.58683077315044,129.46692056834635,299.9979940750825,221.51377775415654,0,0
3,2,,,,16,83,215.7713675850796,16,2,1,2011,0,1,0,269.987997994416,319.41915345768086,310.58683077315044,268.39283967905885,224.08804853453952,0,0
3,3,,,,31,80,182.20883261470615,17,2,1,2011,0,1,0,215.7713675850796,269.987997994416,319.41915345768086,222.65606606473395,237.90685049889655,1,0
2,3,22.32111770489877,114.1287679546362,44.83400984184007,40,173,285.36961171292216,18,2,1,2011,0,1,0,182.20883261470615,215.7713675850796,269.987997994416,227.78327063756933,263.89063235632585,1,0
4,4,30.83597747526293,115.19996481247016,33.12864153869557,29,70,173.60418022366997,19,2,1,2011,0,1,0,285.36961171292216,182.20883261470615,215.7713675850796,213.72754151709947,241.06019059807912,1,0
4,4,,,,14,114,236.33538557876471,20,2,1,2011,0,1,0,173.60418022366997,285.36961171292216,182.20883261470615,231.76972583845233,227.21289595159314,1,0
4,1,14.970037393177492,127.6330831420794,30.32053397165329,41,55,136.5089974071503,21,2,1,2011,0,1,0,236.33538557876471,173.60418022366997,285.36961171292216,182.14952106986172,204.9663958537155,0,0
4,4,10.614218610961064,144.85661753023962,17.41984964682971,27,60,188.1392285904645,22,2,1,2011,0,1,0,136.5089974071503,236.33538557876471,173.60418022366997,186.99453719212656,200.36103935461298,0,0
3,1,30.635510859769315,146.8872518057374,34.87351448398141,2,102,247.6156135302815,23,2,1,2011,0,1,0,188.1392285904645,136.5089974071503,236.33538557876471,190.75461317596546,211.26216950720888,0,0
2,4,18.95427315053373,72.28034112369954,58.1344899101282,27,43,191.38996389740325,0,3,1,2011,1,0,0,247.6156135302815,188.1392285904645,136.5089974071503,209.04826867271643,195.59889487128905,0,1
2,2,7.516726332428531,129.1268171862028,49.154584485118384,4,165,259.8922048873965,1,3,1,2011,1,0,0,191.38996389740325,247.6156135302815,188.1392285904645,232.9659274383604,209.98023231524346,0,0
3,2,33.066744559470074,102.58986733930564,19.810317703360084,1,103,184.495220690909,2,3,1,2011,1,0,0,259.8922048873965,191.38996389740325,247.6156135302815,211.92579649190293,201.34020483393417,0,0
2,1,10.46418194122107,73.98140444175297,29.61602571132058,37,177,339.643191053569,3,3,1,2011,1,0,0,184.495220690909,259.8922048873965,191.38996389740325,261.3435388772915,235.19590377500398,0,0
3,3,4.716272284739237,82.11840059813812,57.68717896318827,15,73,198.682242408324,4,3,1,2011,1,0,0,339.643191053569,184.495220690909,259.8922048873965,240.94021805093402,236.95307274464722,0,0
4,2,,,,43,31,168.13645626576954,5,3,1,2011,1,0,0,198.682242408324,339.643191053569,184.495220690909,235.4872965758875,223.7065465338952,0,0
3,1,26.043654595020747,107.21026222957472,22.301436460171445,16,120,219.88735138296,6,3,1,2011,1,0,0,168.13645626576954,198.682242408324,339.643191053569,195.56868335235117,228.4561111148213,0,0
4,4,27.02998526579662,118.60340035199717,22.173846182368514,11,89,203.8786148284393,7,3,1,2011,1,0,0,219.88735138296,168.13645626576954,198.682242408324,197.3008074923896,219.1205127716618,1,1
4,4,,,,25,52,169.52486907706083,8,3,1,2011,1,0,0,203.8786148284393,219.88735138296,168.13645626576954,197.76361176282003,216.62545416935382,1,1
1,1,14.310538911713692,88.92108357815613,30.789722597589584,48,175,348.17620541458206,9,3,1,2011,1,0,0,169.52486907706083,203.8786148284393,219.88735138296,240.52656310669408,218.04762322952263,1,0
3,3,16.177259680695126,101.3330592064215,16.290982372648358,6,0,144.9087369688015,10,3,1,2011,1,0,0,348.17620541458206,169.52486907706083,203.8786148284393,220.86993715348146,209.0853723229355,0,0
1,1,27.691592115072165,101.74233605930894,41.99619472568482,23,102,185.6850144688557,11,3,1,2011,1,0,0,144.9087369688015,348.17620541458206,169.52486907706083,226.25665228407976,212.01013202344987,0,0
3,1,6.127922314621656,96.8341700693252,13.35308898771882,15,117,196.956766775696,12,3,1,2011,1,1,0,185.6850144688557,144.9087369688015,348.17620541458206,175.8501727377844,208.18836792223922,0,0
3,2,,,,17,29,188.20188365156275,13,3,1,2011,1,1,0,196.956766775696,185.6850144688557,144.9087369688015,190.28122163203815,205.5755793927598,0,0
1,1,9.825138353217014,129.5361208967228,34.72288410355955,7,8,121.763609786064,14,3,1,2011,1,1,0,188.20188365156275,196.956766775696,185.6850144688557,168.97408673777423,197.61536951092697,0,0
1,1,32.9611636306555,160.25631022211138,33.85469168338579,26,107,200.8683652904189,15,3,1,2011,1,1,0,121.763609786064,188.20188365156275,196.956766775696,170.27795290934856,173.06406282356647,0,0
3,4,12.14439698004978,123.09325098312809,12.978694611772386,25,32,188.34427487612615,16,3,1,2011,1,1,0,200.8683652904189,121.763609786064,188.20188365156275,170.32541665086967,180.30331914145393,0,1
2,2,31.237593725782315,108.75577821072204,42.325875866077375,30,25,167.12612133986835,17,3,1,2011,1,1,0,188.34427487612615,200.8683652904189,121.763609786064,185.44625383547114,177.21017028662268,1,0
4,4,11.936861633872027,106.54159576050596,32.24835307791162,17,41,226.00178224291028,18,3,1,2011,1,1,0,167.12612133986835,188.34427487612615,200.8683652904189,193.8240594863016,182.05100619782505,1,1
1,4,9.823715754299553,111.83038898609118,31.64802463825422,1,41,136.8741994746113,19,3,1,2011,1,1,0,226.00178224291028,167.12612133986835,188.34427487612615,176.66736768579662,173.49639216833316,1,1
4,3,32.36568996126245,101.17453792641814,40.340351294387325,40,95,270.2232094678973,20,3,1,2011,1,1,0,136.8741994746113,226.00178224291028,167.12612133986835,211.03306372847297,198.23965878197205,1,0
2,3,29.867946223855604,136.7075697394905,38.35188439030531,22,38,118.52589549134646,21,3,1,2011,1,1,0,270.2232094678973,136.8741994746113,226.00178224291028,175.20776814461837,184.51591381545995,0,0
2,2,18.236744633306515,97.6439197021463,9.688614287726285,47,60,250.9005936163556,22,3,1,2011,1,1,0,118.52589549134646,270.2232094678973,136.8741994746113,213.21656619186646,194.94196693883154,0,0
2,2,29.555794109848843,96.00126312266195,16.097707418389863,48,46,224.3734066309192,23,3,1,2011,1,1,0,250.9005936163556,118.52589549134646,270.2232094678973,197.9332985795404,204.4831811540067,0,0
1,3,22.053836316805864,134.9845418402192,21.972962226415127,41,169,360.207864988942,0,4,1,2011,1,0,0,224.3734066309192,250.9005936163556,118.52589549134646,278.4939550787389,226.85086161167862,0,0
2,3,34.140542986322586,140.28126411939056,44.75697998136932,21,47,203.42368789873493,1,4,1,2011,1,0,0,360.207864988942,224.3734066309192,250.9005936163556,262.668319839532,237.94244301569924,0,0
1,3,9.637532605822187,90.04453758554226,38.8786233840423,32,179,310.16366849373804,2,4,1,2011,1,0,0,203.42368789873493,360.207864988942,224.3734066309192,291.265073793805,244.5991861866727,0,0
2,3,22.786594819775928,118.3901872076274,47.92602238354951,17,160,244.03015213402165,3,4,1,2011,1,0,0,310.16366849373804,203.42368789873493,360.207864988942,252.53916950883158,265.5165622937852,0,0
4,3,20.17265080032077,72.27521507728997,47.26298675025437,14,154,252.131196308301,4,4,1,2011,1,0,0,244.03015213402165,310.16366849373804,203.42368789873493,268.7750056453536,265.7216627424428,0,0
4,4,15.466308669605278,115.15126477755626,52.40004024137466,40,170,259.3871052367415,5,4,1,2011,1,0,0,252.131196308301,244.03015213402165,310.16366849373804,251.84948455968802,271.55727917674653,0,1
3,2,32.373611482252784,76.39696431576026,28.92181804872777,2,156,232.6234787103976,6,4,1,2011,1,0,0,259.3871052367415,252.131196308301,244.03015213402165,248.04726008514672,250.2932147969891,0,0
4,4,6.460718508655534,72.85645005371606,28.37063435225233,47,146,308.0551221655396,7,4,1,2011,1,0,0,232.6234787103976,259.3871052367415,252.131196308301,266.68856870422627,267.7317871747899,1,1
3,4,9.512278818967248,123.5910954669466,51.4607588745873,22,127,249.87552660845577,8,4,1,2011,1,0,0,308.0551221655396,232.6234787103976,259.3871052367415,263.51804249479767,257.6837635272429,1,1
4,1,,,,46,98,239.62923928411004,9,4,1,2011,1,0,0,249.87552660845577,308.0551221655396,232.6234787103976,265.8532960193685,256.9502780522576,1,0
1,4,28.14894273433828,133.87063896303573,33.020814576262865,1,110,189.5726857458513,10,4,1,2011,1,0,0,239.62923928411004,249.87552660845577,308.0551221655396,226.35915054613903,246.5238596251826,0,1
4,3,10.28237999789351,145.50047182752186,21.012036402439144,41,27,117.22263184645549,11,4,1,2011,1,0,0,189.5726857458513,239.62923928411004,249.87552660845577,182.14151895880562,222.8297807268016,0,0
3,3,15.587698858664483,84.49183185754214,54.57607020535634,3,9,119.8859237193718,12,4,1,2011,1,1,0,117.22263184645549,189.5726857458513,239.62923928411004,142.2270804372262,204.04018822829735,0,0
3,1,32.88693744579524,128.52115244346464,32.159829706481005,25,194,332.8270634388809,13,4,1,2011,1,1,0,119.8859237193718,117.22263184645549,189.5726857458513,189.97853966823607,208.16884510718754,0,0
2,1,14.727021073464268,121.80236963833669,19.437458572691423,18,105,195.73417738889916,14,4,1,2011,1,1,0,332.8270634388809,119.8859237193718,117.22263184645549,216.1490548490506,199.1452869039281,0,0
1,1,26.209484197136657,82.94192437590125,43.93947611745686,48,143,277.5067017841749,15,4,1,2011,1,1,0,195.73417738889916,332.8270634388809,119.8859237193718,268.68931420398496,205.4581973206056,0,0
4,1,26.648226542780804,118.81156153467684,22.96828893618617,9,99,256.8027383742573,16,4,1,2011,1,1,0,277.5067017841749,195.73417738889916,332.8270634388809,243.3478725157771,216.6632060920066,0,0
2,1,19.98004661985874,121.542062639576,58.20371998578785,21,0,158.35249737536913,17,4,1,2011,1,1,0,256.8027383742573,277.5067017841749,195.73417738889916,230.88731251126708,223.51818368015884,1,0
4,4,33.84343148454398,116.57024604291476,26.969755233365213,5,117,180.06364507737092,18,4,1,2011,1,1,0,158.35249737536913,256.8027383742573,277.5067017841749,198.4062936089991,233.54780390649205,1,1
4,1,29.562330826107495,142.7545795405036,42.13040168342201,0,81,181.08611260828596,19,4,1,2011,1,1,0,180.06364507737092,158.35249737536913,256.8027383742573,173.16741835367534,208.25764543472624,1,0
2,4,17.86669894153809,118.72877662253389,27.530793988752407,42,131,319.3026961176315,20,4,1,2011,1,1,0,181.08611260828596,180.06364507737092,158.35249737536913,226.8174846010961,228.8523985561816,1,1
2,2,21.96124494348493,152.75987623862147,52.69721653601266,15,196,307.1902162641768,21,4,1,2011,1,1,0,319.3026961176315,181.08611260828596,180.06364507737092,269.19300833003143,233.79965096951528,0,0
2,1,25.538116859019844,100.65460780752574,56.088904234624025,6,131,231.6433701742059,22,4,1,2011,1,1,0,307.1902162641768,319.3026961176315,181.08611260828596,286.04542751867143,229.60642293617335,0,0
2,1,20.391067016919084,82.4126506262396,49.14438704583006,23,114,272.5226133682089,23,4,1,2011,1,1,0,231.6433701742059,307.1902162641768,319.3026961176315,270.45206660219725,248.63477560164665,0,0
2,4,32.50610103258664,107.27143566330888,49.99319593573512,34,147,313.3813797205439,0,5,1,2011,1,0,0,272.5226133682089,231.6433701742059,307.1902162641768,272.51578775431955,270.8543980421755,0,1
4,2,72.86436318123324,320.1233338718364,62.33876615407366,13,62,205.85721965734928,1,5,1,2011,1,0,0,313.3813797205439,272.5226133682089,231.6433701742059,263.9204042487007,274.9829158836861,0,0
2,4,14.57561396673419,124.18723536160688,56.55429884390536,3,34,131.96739279202242,2,5,1,2011,1,0,0,205.85721965734928,313.3813797205439,272.5226133682089,217.06866405663857,243.76036532941785,0,1
1,4,11.521975792575947,128.13926041368782,40.82914288738255,40,115,277.7423907848826,3,5,1,2011,1,0,0,131.96739279202242,205.85721965734928,313.3813797205439,205.18900107808477,238.85239441620217,0,1
3,1,,,,14,44,205.72692979314132,4,5,1,2011,1,0,0,277.7423907848826,131.96739279202242,205.85721965734928,205.1455711233488,234.53298768602477,0,0
2,3,6.031384852710514,78.67449207190622,44.37067027543831,43,56,200.4171665371489,5,5,1,2011,1,0,0,205.72692979314132,277.7423907848826,131.96739279202242,227.96216237172428,222.51541321418142,0,0
2,3,,,,47,120,257.83990099778487,6,5,1,2011,1,0,0,200.4171665371489,205.72692979314132,277.7423907848826,221.3279991093584,213.25850009372155,0,0
4,4,24.33964562212697,82.32731334989734,42.34361400993257,22,151,312.8731799755401,7,5,1,2011,1,0,0,257.83990099778487,200.4171665371489,205.72692979314132,257.04341583682464,231.0944934800867,1,1
2,1,25.09739077238287,125.883156742681,16.05773781906052,18,19,201.36300506548812,8,5,1,2011,1,0,0,312.8731799755401,257.83990099778487,200.4171665371489,257.3586953462711,242.66042885899765,1,0
2,2,24.85382574458223,138.94104363274838,45.438731662531616,13,155,334.47876666174045,9,5,1,2011,1,0,0,201.36300506548812,312.8731799755401,257.83990099778487,282.9049839009229,252.11649150514063,1,0
2,3,34.86385746678623,145.85109205728466,30.5303539465376,26,165,282.8220833285773,10,5,1,2011,1,0,0,334.47876666174045,201.36300506548812,312.8731799755401,272.88795168526866,264.9656837610466,0,0
4,2,20.376402719694838,81.63889918698737,16.920301974409952,35,151,280.865027985249,11,5,1,2011,1,0,0,282.8220833285773,334.47876666174045,201.36300506548812,299.38862599185563,278.3736606690633,0,0
2,3,32.24810909947695,107.89658150241272,58.92949989792272,37,23,132.24017159606063,12,5,1,2011,1,1,0,280.865027985249,282.8220833285773,334.47876666174045,231.97576096996235,257.4403724354426,0,0
3,1,16.259877502914005,118.49335358518928,56.67940357505552,21,69,196.6854164046757,13,5,1,2011,1,1,0,132.24017159606063,280.865027985249,282.8220833285773,203.26353866199517,238.07574517363187,0,0
4,4,29.59698771075826,147.32984880334075,55.53857819362422,10,101,181.94908276305625,14,5,1,2011,1,1,0,196.6854164046757,132.24017159606063,280.865027985249,170.29155692126423,234.84009145655992,0,1
3,2,26.547262985943515,127.997188003422,49.63343244636883,3,126,216.4024504329849,15,5,1,2011,1,1,0,181.94908276305625,196.6854164046757,132.24017159606063,198.34564986690566,215.16070541843396,0,0
4,2,13.48651153886578,87.5338533787306,45.5135288721915,31,117,272.2641495397903,16,5,1,2011,1,1,0,216.4024504329849,181.94908276305625,196.6854164046757,223.53856091194385,213.40104978696945,0,0
2,4,27.4982955108329,105.44145607434982,43.28497790902488,39,24,177.95837873349353,17,5,1,2011,1,1,0,272.2641495397903,216.4024504329849,181.94908276305625,222.20832623542296,196.24994157834354,1,1
3,2,21.26284930599623,118.46181527000404,15.685455830702058,40,80,168.96621702278156,18,5,1,2011,1,1,0,177.95837873349353,272.2641495397903,216.4024504329849,206.39624843202182,202.3709491494637,1,0
4,3,10.406425650820193,130.17424491105876,55.99955093259183,23,196,369.4254237789965,19,5,1,2011,1,1,0,168.96621702278156,177.95837873349353,272.2641495397903,238.78333984509058,231.16095037851719,1,0
1,4,,,,33,16,119.73556976408122,20,5,1,2011,1,1,0,369.4254237789965,168.96621702278156,177.95837873349353,219.37573685528648,220.79203154535466,1,1
2,3,12.77749368712145,90.24047415610126,48.23715292237039,2,57,133.54623109543246,21,5,1,2011,1,1,0,119.73556976408122,369.4254237789965,168.96621702278156,207.56907487950343,206.9826616557626,0,0
4,3,9.536254453165569,153.58421409669302,56.51979289791181,37,147,250.23537956774416,22,5,1,2011,1,1,0,133.54623109543246,119.73556976408122,369.4254237789965,167.8390601424193,203.3111999937549,0,0
1,1,154.69703814810924,272.529843618691,153.6868395957493,1,1,85.59333813874369,23,5,1,2011,1,1,0,250.23537956774416,133.54623109543246,119.73556976408122,156.4583162673068,187.91702656129658,0,0
4,3,26.51419015951957,148.44328395542223,31.819846775037504,22,82,180.55643996719257,0,6,1,2011,1,0,0,85.59333813874369,250.23537956774416,133.54623109543246,172.12838589122683,189.84873038536512,0,0
1,1,30.189109731529356,137.0291471621975,57.72049945832876,39,8,124.31641996992708,1,6,1,2011,1,0,0,180.55643996719257,85.59333813874369,250.23537956774416,130.15539935862114,148.9972297505202,0,0
2,2,28.78923140614236,124.65144601974252,31.59243636925044,19,190,238.59005236940743,2,6,1,2011,1,0,0,124.31641996992708,180.55643996719257,85.59333813874369,181.15430410217573,168.80631018474125,0,0
3,2,13.615698567384309,130.5352480990625,41.14546295091014,7,122,236.4448252264588,3,6,1,2011,1,0,0,238.59005236940743,124.31641996992708,180.55643996719257,199.78376585526448,185.95607587324562,0,0
1,1,22.26887255289697,78.99886323858486,27.69634379237497,34,103,247.5377468609489,4,6,1,2011,1,0,0,236.4448252264588,238.59005236940743,124.31641996992708,240.85754148560508,185.5064704221131,0,0
4,3,30.371827050954344,74.83626011282561,41.2996448884825,48,82,300.9367811334382,5,6,1,2011,1,0,0,247.5377468609489,236.4448252264588,238.59005236940743,261.63978440694865,221.39704425456216,0,0
2,4,32.55560034290301,79.65188033085931,47.54902539595727,42,108,268.2235948957887,6,6,1,2011,1,0,0,300.9367811334382,247.5377468609489,236.4448252264588,272.23270763005866,236.00823674266152,0,1
1,4,52.98212757332492,270.9973798788846,168.7945460628923,2,119,209.76447913279628,7,6,1,2011,1,0,0,268.2235948957887,300.9367811334382,247.5377468609489,259.6416183873411,250.24957993647308,1,1
4,1,32.18748938270271,120.71265502533971,35.95812529221638,31,195,293.6694839084345,8,6,1,2011,1,0,0,209.76447913279628,268.2235948957887,300.9367811334382,257.21918597900657,259.42948519297755,1,0
4,2,32.45699180599173,89.85441965389094,25.2694641631455,30,133,263.8314217771428,9,6,1,2011,1,0,0,293.6694839084345,209.76447913279628,268.2235948957887,255.7551282727912,263.9939179514249,1,0
4,2,,,,43,10,170.2101833219778,10,6,1,2011,1,0,0,263.8314217771428,293.6694839084345,209.76447913279628,242.5703630025184,251.1059906949297,0,0
1,4,33.83258124166975,104.18921960992708,54.83012631333756,45,148,281.6768178807171,11,6,1,2011,1,0,0,170.2101833219778,263.8314217771428,293.6694839084345,238.57280765994597,247.89599681947618,0,1
1,1,15.576603576906514,121.26406746112072,10.112970819316743,30,105,240.6365358122508,12,6,1,2011,1,1,0,281.6768178807171,170.2101833219778,263.8314217771428,230.84117900498197,243.29815363888656,0,0
1,4,,,,0,190,350.75545513689207,13,6,1,2011,1,1,0,240.6365358122508,281.6768178807171,170.2101833219778,291.02293627662004,266.79664963956924,0,1
3,3,108.54268519514228,362.3240430914318,70.34612676536644,11,127,230.3403045195265,14,6,1,2011,1,1,0,350.75545513689207,240.6365358122508,281.6768178807171,273.91076515622314,256.2417864080845,0,0
1,3,10.138345421820564,83.66584062250662,57.48893202385119,17,29,93.28911641515276,15,6,1,2011,1,1,0,230.3403045195265,350.75545513689207,240.6365358122508,224.7949586905238,227.81806884775287,0,0
1,1,31.42772471337108,103.56840539767894,43.59918463799346,23,81,234.1257601119608,16,6,1,2011,1,1,0,93.28911641515276,230.3403045195265,350.75545513689207,185.9183936822134,238.4706649794167,0,0
1,1,19.67586269058569,140.71236302015666,58.80728301970335,35,114,262.37957198943684,17,6,1,2011,1,1,0,234.1257601119608,93.28911641515276,230.3403045195265,196.59814950551686,235.25445733086997,1,0
3,3,21.232774319467914,119.90910026569038,39.30180580866727,28,148,228.70893908590548,18,6,1,2011,1,1,0,262.37957198943684,234.1257601119608,93.28911641515276,241.73809039576773,233.26652454314572,1,0
1,2,20.32976514845297,100.67503582272144,32.90131107042939,24,150,290.83677922489323,19,6,1,2011,1,1,0,228.70893908590548,262.37957198943684,234.1257601119608,260.6417634334119,223.28007855781257,1,0
4,1,10.742167280065042,138.93534044318477,50.78240624984767,22,60,156.10033058015154,20,6,1,2011,1,1,0,290.83677922489323,228.70893908590548,262.37957198943684,225.2153496303168,210.90674956791676,1,0
1,3,22.497286279984017,69.73488467451153,18.521066023156948,2,157,276.304675928028,21,6,1,2011,1,1,0,156.10033058015154,290.83677922489323,228.70893908590548,241.08059524435762,241.40934282006265,0,0
4,3,27.533787391968563,130.21210658851467,28.317682206199844,29,173,363.3116745815838,22,6,1,2011,1,1,0,276.304675928028,156.10033058015154,290.83677922489323,265.2388936965878,262.9403285649998,0,0
4,2,6.653774395020035,108.82800654242992,34.290396674017686,16,187,301.8134533594805,23,6,1,2011,1,1,0,363.3116745815838,276.304675928028,156.10033058015154,313.8099346230308,269.51264212667377,0,0
